# Tissue Carbon and Nitrogen,,,,,,,
#,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/73,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/73.csv,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/32.eml,,,,,,,
#,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,
#,,,,,,,
#     VARIATE TABLE,,,,,,,
8/20/1999,T2,R4,Standing Dead,NDB,39.73,1.81,1999
8/11/2009,TSF,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.588,1.632,2009
8/6/2004,TSF,R2,Surface Litter,,42.751,1.637,2004
10/31/1990,T3,R3,Zea mays L. (*),SEED,53.56,2.87,1990
8/19/1997,T6,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,40.23,3.15,1997
10/28/2011,T4,R6,Zea mays L. (*),STOVER,46.856,0.935,2011
8/11/2014,T7,R6,Surface Litter,,46.59,1.093,2014
8/7/2017,T8,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.692,0.969,2017
8/14/2019,T7,R4,Aster sagittifolius,,43.78,0.583,2019
8/14/2013,T7,R3,Phleum pratense L.,,41.923,0.374,2013
10/3/2005,T2,R1,aggregate of live biomass except for Zea mays,,43.854,1.716,2005
5/16/2007,T6,R1,Medicago sativa L.,,43.508,3.624,2007
10/14/2008,T1,R5,Zea mays L. (*),STOVER,46.597,1.147,2008
5/21/2014,T4,R4,UnSorted,,42.359,3.186,2014
10/14/2008,T1,R1,Zea mays L. (*),SEED,43.832,1.739,2008
9/15/1997,T1,R5,Glycine max L. (*),STOVER,36.24,3.57,1997
8/5/2019,T8,R2,Solidago canadensis L.,,45.24,0.976,2019
7/6/2010,T2,R1,Triticum aestivum L. (*),SEED,43.442,1.655,2010
10/17/1990,T1,R2,Glycine max L. (*),STOVER,56.08,0.8,1990
7/15/2013,T2,R5,Triticum aestivum L. (*),SEED,43.471,1.711,2013
,T5,R4,Leaf Litter,LEAFLITTER,45.82,1.05,1995
10/6/2009,T4,R5,Glycine max L. (*),STOVER,43.895,0.883,2009
11/17/2016,T5,R4,Leaf Litter,,42.675,0.896,2016
10/4/2005,T3,R4,Zea mays L. (*),SEED,43.037,1.138,2005
9/25/2012,T4,R1,Glycine max L. (*),SEED,51.388,6.185,2012
9/4/2009,T6,R5,Medicago sativa L.,,43.998,4.337,2009
8/4/2004,T8,R2,Bromus inermis Leyss.,,43.637,1.027,2004
8/14/2019,T7,R4,Surface Litter,,42.642,1.372,2019
8/11/1999,T7,R3,Cerastium vulgatum L.,NDB,41.16,2.22,1999
8/30/1999,T5,R4,Monocots,GRDCOVER,43.79,1.57,1999
9/2/2003,T2,R3,Glycine max L. (*),STOVER,42.953,2.973,2003
10/28/2014,T4,R6,Zea mays L. (*),STOVER,44.921,0.505,2014
8/10/1992,T6,R5,Medicago sativa L.,NDB,41.26,3.55,1992
5/9/2018,T3,R2,UnSorted,,34.891,1.597,2018
8/19/1997,T6,R6,Medicago sativa L.,CROP,43.89,3.66,1997
11/8/2017,T7,R4,Surface Litter,,45.807,0.89,2017
7/6/1995,T6,R6,Medicago sativa L.,NDB,41.3,2.76,1995
10/10/2018,T1,R6,Glycine max L. (*),SEED,51.866,5.914,2018
9/2/1998,T5,R4,poplar leaves,POPLVS,44.46,1.67,1998
5/16/2006,T3,R3,Secale cereale M.Bieb.,,42.485,2.145,2006
12/20/2019,TCF,R1,Leaf Litter,,48.697,1.14,2019
6/30/2016,T1,R5,Triticum aestivum L. (*),STOVER,44.005,0.319,2016
9/6/1995,T5,,poplar leaves,POPLVS,45.7,1.11,1995
12/2/2014,T7,R3,UnSorted,,45.926,0.7,2014
7/9/2013,T6,R5,UnSorted,,41.94,3.154,2013
10/24/2014,T1,R4,Zea mays L. (*),STOVER,44.856,0.665,2014
8/10/1998,T7,R2,Vine,NDB,46.86,2.54,1998
7/8/2016,T6,R6,Triticum aestivum L. (*),STOVER,44.259,0.415,2016
10/31/1990,T3,R1,Zea mays L. (*),SEED,47.55,3.94,1990
12/20/2019,TDF,R3,Leaf Litter,,44.728,1.252,2019
8/25/2014,T8,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.907,1.691,2014
8/7/2006,T7,R6,Surface Litter,,41.488,0.906,2006
8/11/1999,T7,R6,Elymus repens (L.) Gould,NDB,44.01,1.14,1999
9/3/2003,T3,R3,Glycine max L. (*),STOVER,40.463,3.33,2003
9/10/2013,T4,R6,UnSorted,,45.301,2.239,2013
8/30/1995,T3,R6,Trifolium pratense L.,COVCROP,45.9,4.71,1995
8/25/2014,T8,R1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,44.514,0.824,2014
10/26/2011,T1,R4,Zea mays L. (*),STOVER,45.508,0.849,2011
10/5/2006,T4,R3,aggregate of live biomass except for Glycine max L. (*),,42.466,1.754,2006
10/1/1991,T3,R5,Glycine max L. (*),SEED,58.9,6.96,1991
8/12/2008,T8,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.91,1.255,2008
7/30/2007,T5,R3,fescue Non dominant biomass,,45.03,1.507,2007
7/11/1995,T1,R3,Triticum aestivum L. (*),STOVER,44.051,0.341,1995
10/5/2009,T3,R1,Glycine max L. (*),STOVER,43.619,0.802,2009
8/6/1996,T2,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.51,2.15,1996
6/8/1991,T5,R3,Festuca rubra L.,GRDCOVER,43.73,1.7,1991
11/27/2012,T7,R6,UnSorted,,45.5,0.994,2012
12/10/2019,T5,R6,Leaf Litter,,44.214,2.077,2019
9/26/2019,T5,R3,UnSorted,,40.84,3.267,2019
8/30/1995,T4,R6,Trifolium pratense L.,COVCROP,45.56,4.68,1995
8/11/1999,T7,R6,Solidago canadensis L.,NDB,44.71,1.25,1999
8/6/2001,T7,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.974,0.807,2001
7/12/2010,T3,R4,Triticum aestivum L. (*),SEED,43.116,1.812,2010
4/10/2018,T5,R4,Populus nigra × P. maximowiczii,,47.398,0.218,2018
7/9/2013,T6,R1,Medicago sativa L.,,44.831,3.153,2013
7/7/2016,T4,R5,UnSorted,,45.488,1.266,2016
7/9/2010,T3,R2,Triticum aestivum L. (*),STOVER,44.545,0.727,2010
10/6/2009,T4,R6,Glycine max L. (*),STOVER,44.589,1.19,2009
7/7/1994,T6,R4,Medicago sativa L.,CROP,43.78,3.32,1994
8/25/2003,T6,R1,aggregate of live biomass except for Medicago sativa L.,,37.913,2.085,2003
8/20/1999,T2,R4,Daucus carota L.,NDB,43.36,2.54,1999
8/3/2009,T7,R2,Euthamia graminifolia (L.) Nutt.,,45.47,0.781,2009
7/13/2007,T6,R6,Medicago sativa L.,,44.669,2.444,2007
5/9/2017,T3,R2,Trifolium pratense L.,,43.627,3.307,2017
7/6/2010,T2,R1,Triticum aestivum L. (*),STOVER,44.588,0.924,2010
10/15/1996,T1,R2,Zea mays L. (*),SEED,42.48,1.77,1996
8/18/1999,T8,R3,Dicots,NDB,46,1.21,1999
8/17/2010,TSF,R3,Leaf Litter,,47.334,1.169,2010
7/7/2003,T6,R5,Medicago sativa L.,,42.707,3.179,2003
10/23/2014,T3,R3,UnSorted,,41.375,2.115,2014
9/10/2012,T6,R1,UnSorted,,43.692,2.778,2012
7/25/1991,T5,R3,Leaf Litter,LEAFLITTER,39.15,0.67,1991
5/14/2018,T6,R4,Medicago sativa L.,,42.651,4.448,2018
10/4/1993,T3,R5,Zea mays L. (*),STOVER,44.39,0.67,1993
11/26/2019,T7,R2,UnSorted,,45.198,0.813,2019
7/9/2013,T6,R2,UnSorted,,42.763,2.737,2013
9/2/2003,T2,R6,Glycine max L. (*),STOVER,43.713,3.233,2003
8/4/2003,T7,R1,Solidago canadensis L.,,43.013,0.913,2003
7/17/2013,T3,R5,Triticum aestivum L. (*),STOVER,45.336,0.668,2013
9/22/2003,TDF,R2,Leaf Litter,,45.322,0.82,2003
11/14/2013,T5,R4,Leaf Litter,,43.293,1.103,2013
5/3/2012,T3,R3,Secale cereale M.Bieb.,,43.22,2.341,2012
11/20/2015,T7,R4,Surface Litter,,47.23,1.063,2015
8/23/2007,T6,R5,Medicago sativa L.,,44.949,3.082,2007
9/17/2013,TSF,R3,Geum sp.,,40.864,2.304,2013
8/11/1999,T7,R4,Potentilla recta L.,NDB,43.48,0.97,1999
7/18/2019,T3,R2,UnSorted,,41.321,4.551,2019
8/15/2018,T6,R1,UnSorted,,41.884,3.057,2018
10/6/1992,T2,R1,Glycine max L. (*),STOVER,38.79,1.38,1992
7/14/2008,T6,R2,Triticum aestivum L. (*),STOVER,43.926,0.85,2008
8/6/2001,T7,R3,Poa pratensis L.,,43.292,0.9,2001
10/22/2008,T3,R1,aggregate of live biomass except for Zea mays,,36.703,3.834,2008
8/17/2010,TDF,R2,Leaf Litter,,47.415,0.804,2010
8/23/1993,T6,R5,Medicago sativa L.,CROP,41.76,2.27,1993
9/28/2012,T3,R6,UnSorted,,38.318,2.438,2012
8/6/1996,T4,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.9,1.62,1996
6/8/1991,T5,R2,Festuca rubra L.,GRDCOVER,40.19,1.87,1991
6/9/2017,T6,R4,UnSorted,,43.974,1.491,2017
8/17/2010,TDF,R3,Leaf Litter,,46.09,0.865,2010
7/9/2004,T1,R5,Triticum aestivum L. (*),SEED,40.906,1.495,2004
8/11/1999,T7,R6,Apocynum cannabinum L.,NDB,46.09,1.07,1999
10/17/2017,T3,R3,Zea mays L. (*),STOVER,44.397,0.821,2017
7/8/2016,T6,R6,UnSorted,,42.92,1.068,2016
7/15/2013,T1,R6,Triticum aestivum L. (*),SEED,43.47,1.868,2013
7/30/2013,T5,R6,UnSorted,,42.475,2.346,2013
8/3/2015,T7,R1,Surface Litter,,45.821,0.869,2015
8/4/1998,T8,R2,Dicots,NDB,46.54,1.46,1998
7/12/1995,T4,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.34,2.54,1995
7/31/2017,T7,R3,Surface Litter,,43.433,0.878,2017
5/19/2015,T6,R1,UnSorted,,41.102,1.954,2015
7/15/2019,T1,R3,Triticum aestivum L. (*),STOVER,45.058,0.343,2019
7/8/2004,T2,R3,aggregate of live biomass except for Triticum sp.,,41.597,1.443,2004
7/5/1990,T6,R3,Medicago sativa L.,CROP,46.06,3.42,1990
9/12/1994,T3,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,46.89,2.58,1994
5/30/1996,T6,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,39.57,2.46,1996
8/11/1999,T7,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.17,1.25,1996
10/4/2005,T3,R2,Zea mays L. (*),STOVER,44.062,0.839,2005
8/26/2002,T6,R6,aggregate of live biomass except for Medicago sativa L.,,31.289,3.59,2002
7/7/2004,T6,R6,aggregate of live biomass except for Medicago sativa L.,,29.03,2.688,2004
7/22/2016,T5,R2,UnSorted,,40.903,1.838,2016
9/10/1998,T5,R1,Festuca rubra L.,GRDCOVER,41.39,1.19,1998
10/1/1991,T4,R4,Glycine max L. (*),SEED,59.18,7.04,1991
,T5,R3,Leaf Litter,LEAFLITTER,45.55,1.37,1996
9/7/2016,TSF,R1,Poa pratensis L.,,42.83,1.097,2016
8/2/2012,T7,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.034,1.296,2012
7/6/2005,T6,R4,Medicago sativa L.,,43.436,2.566,2005
7/6/1998,T1,R1,Triticum aestivum L. (*),SEED,41.06,1.94,1998
10/28/2011,T3,R5,UnSorted,,44.632,1.478,2011
5/21/2014,T4,R6,UnSorted,,41.934,2.926,2014
8/13/2003,T8,R3,Poa pratensis L.,,42.012,1.163,2003
10/15/1996,T2,R4,Zea mays L. (*),STOVER,44.26,0.88,1996
7/6/1995,T6,R3,Medicago sativa L.,NDB,42.16,3.47,1995
10/15/1996,T3,R4,Zea mays L. (*),SEED,43.56,1.61,1996
7/6/1993,T7,R3,Trifolium pratense L.,NDB,44.44,2.83,1993
12/2/2013,TCF,R1,Leaf Litter,,48.506,0.975,2013
10/23/2002,T3,R6,aggregate of live biomass except for Zea mays,,34.731,2.219,2002
11/19/2008,T7,R5,UnSorted,,45.027,0.945,2008
9/10/1998,T5,R5,Dicots,NDB,43.97,1.32,1998
7/6/2004,T6,R1,aggregate of live biomass except for Medicago sativa L.,,35.551,3.43,2004
4/17/1996,T4,R1,Trifolium incarnatum L.,COVCROP,43.18,3.78,1996
10/17/1990,T1,R5,Glycine max L. (*),STOVER,52.58,0.8,1990
8/14/2019,T7,R5,Aster sagittifolius,,43.399,0.811,2019
8/18/1999,T8,R2,Standing Dead,NDB,45.72,0.8,1999
8/2/2007,T7,R1,Phleum pratense L.,,42.791,0.447,2007
9/14/1999,T2,R2,Zea mays L. (*),SEED,43.06,1.52,1999
10/17/1990,T1,R6,Glycine max L. (*),STOVER,55.83,0.77,1990
10/28/2011,T4,R5,Zea mays L. (*),SEED,44.887,1.485,2011
8/21/2013,T7,R4,Surface Litter,,44.509,0.987,2013
8/23/2010,TSF,R1,Solidago canadensis L.,,46.549,1.293,2010
8/7/2002,T7,R6,Elymus repens (L.) Gould,,46.802,0.989,2002
10/9/2018,T6,R3,UnSorted,,38.301,3.521,2018
7/6/2016,T3,R2,Triticum aestivum L. (*),STOVER,44.13,0.579,2016
9/14/1999,T3,R3,Zea mays L. (*),STOVER,44.74,0.94,1999
9/17/2018,TSF,R2,Lonicera spp.,,45.186,1.606,2018
8/30/1999,T5,R2,Monocots,GRDCOVER,43.28,1.48,1999
7/27/2015,T6,R6,Medicago sativa L.,,44.185,2.685,2015
5/6/2008,T3,R1,Trifolium pratense L.,,43.432,3.895,2008
10/17/2017,T2,R2,Zea mays L. (*),STOVER,44.741,0.468,2017
11/14/2016,T7,R3,UnSorted,,44.123,0.938,2016
10/4/2005,T2,R4,Zea mays L. (*),SEED,43.134,1.36,2005
10/4/2005,T2,R6,Zea mays L. (*),STOVER,45.613,0.628,2005
10/15/1996,T1,R6,Zea mays L. (*),STOVER,43.72,0.85,1996
9/10/2013,T4,R1,UnSorted,,44.839,2.233,2013
7/14/1989,T4,R2,Triticum aestivum L. (*),SEED,42.27,2.18,1989
9/10/2013,T4,R2,UnSorted,,44.559,2.556,2013
7/12/2004,T1,R4,Triticum aestivum L. (*),STOVER,42.373,0.47,2004
5/21/2014,T4,R6,Trifolium pratense L.,,43.967,3.688,2014
8/5/2015,T7,R5,Aster sagittifolius,,44.669,0.543,2015
8/23/2011,T6,R6,UnSorted,,38.622,3.069,2011
6/27/2012,T5,R5,UnSorted,,42.053,2.439,2012
7/12/1995,T1,R4,Triticum aestivum L. (*),SEED,40.33,1.97,1995
7/8/2004,T2,R2,Triticum aestivum L. (*),STOVER,41.41,0.722,2004
6/7/2006,T6,R6,Medicago sativa L.,,44.031,2.416,2006
5/22/2015,T4,R6,Secale cereale M.Bieb.,,45.968,1.553,2015
7/9/2010,T1,R6,aggregate of live biomass except for Triticum sp.,,43.557,2.285,2010
8/11/2009,TSF,R3,Celastrus orbiculatus Thunb.,,44.039,2.052,2009
9/1/1994,T8,R2,Elaeagnus umbellata Thunb.,NDB,48.14,3.53,1994
8/13/2009,TCF,R2,Leaf Litter,,49.041,1.16,2009
10/24/2008,T4,R6,Zea mays L. (*),SEED,43.125,1.66,2008
,TDF,R2,Leaf Litter,LEAFLITTER,51.04,0.72,1995
8/31/2015,TSF,R1,Solidago canadensis L.,,44.928,1.141,2015
8/9/2006,T8,R1,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,,45.706,1.019,2006
7/11/1994,TSF,R3,Achillea millefolium L.,NDB,44.24,1.71,1994
9/25/2012,T1,R1,Glycine max L. (*),STOVER,44.306,2.452,2012
7/9/2010,T3,R1,Triticum aestivum L. (*),SEED,42.599,1.811,2010
6/5/2006,T6,R2,aggregate of live biomass except for Medicago sativa L.,,38.634,2.048,2006
6/26/1995,T8,R1,Solidago canadensis L.,NDB,44.55,1.54,1995
7/17/2013,T4,R5,Triticum aestivum L. (*),STOVER,43.865,0.515,2013
9/16/1994,T5,,poplar leaves,POPLVS,44.24,1.62,1994
7/15/2008,T6,R6,Triticum aestivum L. (*),SEED,42.227,2.279,2008
8/2/1993,T8,R2,Bromus inermis Leyss.,NDB,44.76,1.07,1993
10/5/2006,T3,R1,Glycine max L. (*),STOVER,45.24,0.543,2006
10/6/1992,T1,R2,Glycine max L. (*),SEED,49.16,6.57,1992
8/6/2015,T8,R1,Bromus inermis Leyss.,,44.784,1.097,2015
,T5,R3,Leaf Litter,LEAFLITTER,43.85,1.67,1994
8/10/2007,TSF,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,42.685,2.363,2007
8/23/2011,T6,R2,Medicago sativa L.,,44.638,3.346,2011
4/30/1990,T3,R3,Vicia villosa  Roth,COVCROP,37.96,3.3,1990
7/30/2004,T7,R3,Trifolium pratense L.,,43.604,2.044,2004
9/14/1999,T1,R4,Zea mays L. (*),SEED,43.66,1.68,1999
8/3/2004,T7,R6,Achillea millefolium L.,,42.997,0.879,2004
9/3/2002,TDF,R2,Leaf Litter,,47.878,0.812,2002
9/2/1998,T5,R6,poplar leaves,POPLVS,44.64,2.08,1998
6/27/2007,T1,R6,Triticum aestivum L. (*),SEED,41.169,1.747,2007
7/30/2007,T5,R4,Leaf Litter,,46.972,1.293,2007
7/6/1998,T4,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.64,2.76,1998
6/25/1991,T5,R4,Leaf Litter,LEAFLITTER,44.69,1.9,1991
10/17/1990,T1,R2,Glycine max L. (*),SEED,51.64,6.45,1990
7/1/1996,T6,R4,Medicago sativa L.,CROP,43.49,3.22,1996
9/28/2012,T3,R6,Glycine max L. (*),STOVER,44.037,0.961,2012
6/24/2015,T6,R5,UnSorted,,40.671,2.518,2015
9/8/2014,TSF,R1,Poa pratensis L.,,43.827,1.404,2014
10/21/2014,T2,R1,Zea mays L. (*),STOVER,45.251,0.545,2014
9/13/1991,T5,R5,Leaf Litter,LEAFLITTER,41.93,1.47,1991
8/2/2018,T7,R4,Solidago canadensis L.,,44.953,0.94,2018
9/8/2014,TSF,R3,Surface Litter,,45.836,1.167,2014
10/30/2015,T5,R2,Leaf Litter,,44.11,1.188,2015
9/15/1997,T2,R3,Glycine max L. (*),SEED,49.47,5.71,1997
8/7/2006,T7,R6,Poa pratensis L.,,43.262,1.086,2006
7/20/1992,T4,R5,Triticum aestivum L. (*),STOVER,40.76,0.85,1992
5/16/2011,T4,R2,UnSorted,,42.468,2.441,2011
7/9/2004,T1,R1,Triticum aestivum L. (*),SEED,40.999,1.574,2004
8/1/2012,T7,R4,Poa compressa L.,,44.048,1.105,2012
8/20/1999,T2,R1,Digitaria sanguinalis (L.) Scop.,NDB,42.81,2.22,1999
6/1/2005,T6,R4,Medicago sativa L.,,41.416,2.977,2005
8/11/1999,T7,R1,Hieracium sp. (*),NDB,44.42,1.81,1999
7/14/2008,T6,R1,Triticum aestivum L. (*),SEED,41.605,2.047,2008
7/11/1995,T4,R2,Triticum aestivum L. (*),STOVER,42.728,0.344,1995
8/15/2006,T6,R6,Medicago sativa L.,,44.628,2.526,2006
10/17/2017,T2,R5,Zea mays L. (*),SEED,42.231,1.159,2017
8/3/2010,T7,R2,Trifolium pratense L.,,44.314,1.432,2010
8/11/1999,T7,R4,Aster sagittifolius,NDB,43.68,1.28,1999
9/15/1997,T3,R4,Glycine max L. (*),STOVER,41.18,2.1,1997
7/21/1992,T4,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,45.34,2.13,1992
7/12/1999,T6,R2,Digitaria sanguinalis (L.) Scop.,NDB,41.91,2.87,1999
11/22/2017,T5,R2,Leaf Litter,,43.78,0.76,2017
8/17/1995,T6,R2,Medicago sativa L.,NDB,43.15,3.05,1995
10/21/2002,T1,R3,Zea mays L. (*),SEED,44.638,1.516,2002
7/5/2005,T6,R2,Medicago sativa L.,,43.647,2.702,2005
6/22/2015,T6,R2,UnSorted,,40.27,2.511,2015
5/24/1993,T6,R2,Medicago sativa L.,CROP,43.5,3.98,1993
7/6/1993,T7,R2,Solidago canadensis L.,NDB,45.24,1.22,1993
8/13/2003,T8,R1,Rubus sp. (*),,45.707,1.11,2003
8/27/1997,T4,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.51,2.6,1997
9/30/2015,T3,R4,Glycine max L. (*),STOVER,42.911,0.821,2015
7/7/2016,T4,R2,Triticum aestivum L. (*),SEED,40.642,1.479,2016
6/26/2007,T2,R2,Triticum aestivum L. (*),STOVER,45.469,0.381,2007
8/7/2006,T7,R4,Solidago canadensis L.,,45.427,1.216,2006
8/9/2004,TSF,R1,Solidago canadensis L.,,45.071,1.426,2004
7/6/1998,T3,R5,Trifolium pratense L.,COVCROP,41.5,2.61,1998
10/9/2003,T5,R5,Festuca rubra L.,,39.614,1.519,2003
8/16/2006,TSF,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,46.318,2.583,2006
10/9/2018,T6,R6,UnSorted,,39.295,2.541,2018
8/23/2011,T6,R4,UnSorted,,41.147,3.167,2011
8/5/2005,T7,R3,Poa pratensis L.,,45.208,1.294,2005
10/9/2018,T1,R3,Glycine max L. (*),STOVER,44.891,0.555,2018
10/27/2014,T2,R6,Zea mays L. (*),SEED,42.934,1.137,2014
7/6/1993,T7,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.3,2.42,1993
7/10/1991,T5,R5,Leaf Litter,LEAFLITTER,38.05,0.44,1991
10/5/2009,T3,R5,aggregate of live biomass except for Glycine max L. (*),,45.946,1.234,2009
8/8/2005,T7,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.619,1.545,2005
8/12/2004,T5,R5,Festuca rubra L.,,40.474,1.407,2004
9/26/2019,T5,R5,UnSorted,,42.372,2.809,2019
9/2/2003,T2,R1,Glycine max L. (*),SEED,49.25,6.015,2003
10/17/2018,T4,R1,Glycine max L. (*),SEED,52.284,6.375,2018
9/7/2016,TSF,R3,Celastrus orbiculatus Thunb.,,42.458,2.28,2016
8/30/1995,T4,R3,Trifolium pratense L.,COVCROP,45.82,4.43,1995
8/9/2006,T8,R3,Solidago canadensis L.,,46.649,1.169,2006
6/30/2016,T1,R6,Triticum aestivum L. (*),STOVER,44.169,0.452,2016
10/6/2009,T4,R6,Glycine max L. (*),SEED,50.749,6.822,2009
5/11/1993,T3,R5,Vicia villosa  Roth,COVCROPNDB,38.72,2.73,1993
5/18/2006,T4,R5,Secale cereale M.Bieb.,,43.425,1.971,2006
8/5/1992,T8,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.12,1.67,1992
8/30/1999,T5,R2,poplar leaves,POPLVS,43.85,2.21,1999
9/17/2013,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.453,1.184,2013
10/5/2006,T4,R3,Glycine max L. (*),SEED,51.853,6.184,2006
8/4/2006,T7,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.673,1.459,2006
7/1/2016,T2,R1,Triticum aestivum L. (*),STOVER,44.138,0.335,2016
8/24/1999,T3,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,46.49,1.92,1999
8/11/2004,T5,R1,Festuca rubra L.,,40.193,1.617,2004
8/23/2011,T6,R3,Medicago sativa L.,,45.139,3.216,2011
8/2/1993,T8,R3,Poa compressa L.,NDB,44.35,1.16,1993
8/2/2007,T7,R6,Achillea millefolium L.,,43.897,1.089,2007
8/7/2014,T7,R4,Trifolium pratense L.,,44.478,2.003,2014
8/9/2006,T8,R1,Rubus allegheniensis T.C. Porter (*),,47.767,0.994,2006
5/20/2015,T6,R4,Medicago sativa L.,,43.628,3.44,2015
8/5/1992,T5,R1,Festuca rubra L.,GRDCOVER,42.37,0.97,1992
10/6/2009,T4,R4,Glycine max L. (*),STOVER,44.411,0.792,2009
8/27/1997,T2,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,41.39,2.61,1997
7/1/2016,T2,R1,Triticum aestivum L. (*),SEED,41.184,1.322,2016
8/10/1998,T7,R5,Living Dicot,NDB,45.47,1.37,1998
10/6/2006,T3,R6,Glycine max L. (*),STOVER,45.473,0.706,2006
4/17/1996,T4,R1,Trifolium incarnatum L.,COVCROPNDB,45.84,4.24,1996
,DFF,R2,Leaf Litter,LEAFLITTER,46.07,1.06,1996
7/30/2013,T5,R1,UnSorted,,42.005,2.051,2013
10/4/1993,T3,R2,Zea mays L. (*),STOVER,42.44,1.01,1993
10/12/2015,T4,R4,UnSorted,,43.838,1.123,2015
10/9/2018,T2,R6,Glycine max L. (*),SEED,51.002,5.976,2018
5/8/2018,T4,R6,UnSorted,,39.311,1.98,2018
10/18/2018,T4,R6,UnSorted,,43.571,1.406,2018
7/6/1998,T3,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.41,2.23,1998
7/10/1991,T5,R4,Leaf Litter,LEAFLITTER,45.8,0.54,1991
8/5/1992,T8,R1,Rubus allegheniensis T.C. Porter (*),NDB,45.99,2.1,1992
8/4/2015,T7,R3,Surface Litter,,47.401,0.935,2015
9/30/1994,T7,R2,Poa pratensis L.,NDB,40.45,1.96,1994
10/13/1989,T6,R4,Medicago sativa L.,CROP,42.8,4.08,1989
9/16/2005,TDF,R1,Leaf Litter,,47.961,0.705,2005
7/22/2016,T5,R1,UnSorted,,40.951,1.267,2016
6/12/2017,T6,R5,Medicago sativa L.,,44.254,2.495,2017
6/30/2016,T1,R6,Triticum aestivum L. (*),SEED,42.351,1.536,2016
10/15/2008,T2,R4,Zea mays L. (*),STOVER,44.847,0.602,2008
8/16/2013,T6,R2,UnSorted,,40.688,2.843,2013
10/4/1993,T4,R6,Zea mays L. (*),STOVER,42.62,0.89,1993
10/5/2005,T3,R6,Zea mays L. (*),SEED,43.488,1.051,2005
7/13/2004,T3,R1,Triticum aestivum L. (*),STOVER,42.643,0.543,2004
10/15/1996,T2,R1,Zea mays L. (*),SEED,43.64,1.89,1996
7/6/1995,T6,R4,Medicago sativa L.,NDB,42.83,3.32,1995
8/21/2006,T5,R1,Festuca rubra L.,,42.129,1.564,2006
8/11/1999,T7,R6,Asclepias syriaca L.,NDB,44.29,2.22,1999
8/26/2013,T7,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,42.72,1.33,2013
8/5/2010,T7,R6,Trifolium pratense L.,,44.814,1.939,2010
12/12/2014,TSF,R2,Leaf Litter,,47.381,0.967,2014
10/22/2002,T2,R3,Zea mays L. (*),STOVER,47.643,1.01,2002
12/2/2014,T7,R4,UnSorted,,46.074,1.03,2014
8/1/2018,T7,R2,Phleum pratense L.,,44.427,0.5,2018
8/16/2013,T6,R4,UnSorted,,41.694,1.881,2013
9/3/2010,T3,R5,UnSorted,,45.862,1.319,2010
9/17/2013,TSF,R2,Celastrus orbiculatus Thunb.,,43.304,1.749,2013
10/26/2011,T2,R5,Zea mays L. (*),SEED,44.056,1.319,2011
10/2/1995,T6,R4,Medicago sativa L.,NDB,40.99,3.92,1995
9/16/2005,TCF,R1,Leaf Litter,,49.278,0.754,2005
9/17/1992,T5,,Trunks of poplars - CN code,TRUNK,45.56,0.21,1992
9/6/1995,T5,,poplar leaves,POPLVS,52.16,1.4,1995
8/10/2006,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.779,1.448,2006
